elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_actual_torque_nm,right_actual_torque_nm
3.0400,0.5847,-0.3036,0.2519,-1.0605,-0.0141,0.0012
3.0500,0.5847,-0.3036,0.2464,-1.1826,-0.0141,0.0012
3.0600,0.5738,-0.7309,0.2409,-1.0605,-0.0141,0.0104
3.0702,0.5683,-0.4257,0.2409,-1.0605,-0.0141,0.0104
3.0801,0.5683,-0.4257,0.2299,-0.8774,0.0071,0.0012
3.0900,0.5683,-0.3647,0.2244,-1.1215,-0.0564,0.0104
3.1000,0.5628,-0.6088,0.2189,-0.9384,-0.0564,0.0104
3.1100,0.5628,-0.4257,0.2189,-0.8774,-0.0564,0.0104
3.1206,0.5573,-0.1205,0.2134,-0.9384,-0.0564,0.0104
3.1300,0.5573,-0.1816,0.2079,-0.6332,-0.0353,0.0104
3.1402,0.5573,-0.1816,0.2079,-0.6332,-0.0353,0.0104
3.1503,0.5518,-0.3036,0.1969,-0.9995,-0.0353,0.0104
3.1600,0.5518,-0.1816,0.1914,-0.8163,0.0056,0.0104
3.1705,0.5463,-0.1816,0.1859,-1.1826,0.0056,0.0104
3.1800,0.5463,-0.2426,0.1750,-1.1826,0.0009,0.0031
3.1900,0.5463,-0.2426,0.1695,-1.0605,0.0056,0.0031
3.2000,0.5463,-0.2426,0.1695,-1.0605,0.0056,0.0031
3.2100,0.5353,-0.3036,0.1475,-1.0605,-0.0141,0.0031
3.2202,0.5353,-0.2426,0.1420,-0.9384,-0.0141,0.0031
3.2300,0.5353,-0.1816,0.1365,-0.9384,-0.0141,0.0031
3.2400,0.5298,-0.3647,0.1310,-0.8774,0.0009,0.0104
3.2500,0.5298,-0.2426,0.1310,-0.8774,-0.0094,0.0031
3.2601,0.5298,0.0015,0.1255,-0.5722,-0.0094,0.0031
3.2700,0.5298,0.0015,0.1255,-0.6943,-0.0094,0.0031
3.2800,0.5298,-0.4868,0.1200,-0.9995,-0.0141,-0.0244
3.2901,0.5243,-0.3036,0.1145,-0.9384,-0.0141,-0.0244
3.3007,0.5243,-0.3036,0.1145,-0.9384,-0.0141,-0.0366
3.3100,0.5188,-0.2426,0.1035,-1.0605,0.0165,0.0165
3.3203,0.5188,-0.2426,0.1035,-1.0605,0.0165,0.0165
3.3300,0.5188,-0.1205,0.0926,-0.9995,0.0221,-0.0165
3.3400,0.5188,-0.1205,0.0926,-0.9995,0.0221,-0.0165
3.3502,0.5188,-0.0595,0.0871,-0.9995,0.0221,-0.0165
3.3600,0.5188,-0.0595,0.0816,-0.7553,0.0484,-0.0165
3.3700,0.5188,-0.1205,0.0816,-0.8774,0.0484,-0.0165
3.3801,0.5188,-0.1205,0.0761,-1.0605,0.0484,-0.0165
3.3900,0.5133,-0.3647,0.0706,-1.1215,0.0484,-0.0165
3.4000,0.5133,-0.3647,0.0596,-1.0605,0.0484,-0.0366
3.4100,0.5078,-0.1205,0.0541,-0.9995,0.0484,-0.0366
3.4200,0.5024,-0.1205,0.0486,-1.0605,0.0071,0.0165
3.4300,0.5024,-0.4868,0.0431,-0.8163,0.0071,0.0165
3.4400,0.4969,-0.0595,0.0431,-0.8163,0.0071,0.0165
3.4500,0.4969,-0.1816,0.0376,-0.6943,0.0071,0.0165
3.4604,0.4914,-0.4868,0.0376,-0.4501,0.0071,-0.0445
